Host	Date	MYb27	MYb45	MYb53	MYb56	MYb71	MYb120	MYb181	MYb238	Total
AU37	21319	600.00	0.00	600.00	2400.00	18600.00	0.00	400.00	0.00	22600.00
AU37	21319	0.00	40.00	1800.00	2000.00	20000.00	0.00	0.00	0.00	23840.00
AU37	21319	1800.00	0.00	1800.00	6000.00	16200.00	0.00	200.00	0.00	26000.00
AU37	21319	1200.00	0.00	200.00	9600.00	16000.00	0.00	0.00	0.00	27000.00
AU37	21319	5000.00	0.00	3200.00	2000.00	17400.00	0.00	0.00	0.00	27600.00
AU37	21319	200.00	0.00	1600.00	5000.00	27000.00	0.00	200.00	0.00	34000.00
AU37	21319	2800.00	0.00	1800.00	1400.00	29400.00	0.00	0.00	200.00	35600.00
AU37	21319	600.00	0.00	600.00	10600.00	24800.00	0.00	0.00	0.00	36600.00
AU37	21319	600.00	0.00	0.00	14000.00	23800.00	0.00	0.00	0.00	38400.00
AU37	21319	2600.00	0.00	1000.00	5600.00	30000.00	0.00	0.00	200.00	39400.00
AU37	21319	200.00	0.00	200.00	7000.00	32800.00	0.00	0.00	0.00	40200.00
AU37	21319	1000.00	0.00	600.00	4000.00	38000.00	0.00	0.00	0.00	43600.00
AU37	21319	1400.00	0.00	1000.00	8800.00	38200.00	0.00	0.00	0.00	49400.00
AU37	21319	3000.00	0.00	1200.00	6000.00	40000.00	20.00	0.00	0.00	50220.00
AU37	21319	1000.00	2200.00	1600.00	5600.00	13600.00	0.00	1200.00	25200.00	50400.00
AU37	21319	1200.00	0.00	200.00	3000.00	63200.00	0.00	0.00	0.00	67600.00
AU37	21319	1200.00	0.00	3800.00	2800.00	60000.00	200.00	0.00	200.00	68200.00
AU37	21319	3600.00	0.00	2600.00	2800.00	70000.00	600.00	0.00	0.00	79600.00
AU37	22519	1000.00	0.00	1800.00	0.00	2400.00	0.00	100.00	60.00	5360.00
AU37	22519	200.00	0.00	1800.00	0.00	3600.00	0.00	0.00	200.00	5800.00
AU37	22519	400.00	0.00	2000.00	0.00	3600.00	0.00	0.00	200.00	6200.00
AU37	22519	200.00	0.00	3000.00	0.00	3000.00	0.00	0.00	20.00	6220.00
AU37	22519	600.00	0.00	1400.00	0.00	5200.00	0.00	0.00	40.00	7240.00
AU37	22519	100.00	0.00	2400.00	0.00	5200.00	0.00	0.00	200.00	7900.00
AU37	22519	400.00	20.00	2400.00	0.00	5000.00	0.00	0.00	200.00	8020.00
AU37	22519	800.00	200.00	2200.00	0.00	4800.00	0.00	0.00	80.00	8080.00
AU37	22519	600.00	80.00	1200.00	0.00	6600.00	0.00	0.00	40.00	8520.00
AU37	22519	1200.00	20.00	3000.00	0.00	4400.00	0.00	0.00	0.00	8620.00
AU37	22519	1000.00	0.00	2800.00	0.00	5000.00	0.00	0.00	60.00	8860.00
AU37	22519	400.00	0.00	3400.00	0.00	5000.00	0.00	0.00	120.00	8920.00
AU37	22519	200.00	0.00	2000.00	0.00	7400.00	0.00	0.00	20.00	9620.00
AU37	22519	600.00	0.00	1800.00	0.00	7400.00	0.00	0.00	200.00	10000.00
AU37	22519	200.00	0.00	2400.00	0.00	6400.00	0.00	0.00	1000.00	10000.00
AU37	22519	3000.00	0.00	2000.00	0.00	5000.00	0.00	0.00	20.00	10020.00
AU37	22519	200.00	0.00	3200.00	0.00	6600.00	0.00	0.00	200.00	10200.00
AU37	22519	1200.00	0.00	2400.00	0.00	8400.00	0.00	0.00	200.00	12200.00
AU37	22519	800.00	0.00	2800.00	800.00	8000.00	0.00	0.00	200.00	12600.00
AU37	22519	400.00	0.00	3800.00	0.00	7200.00	0.00	0.00	2000.00	13400.00
AU37	22519	2000.00	0.00	200.00	0.00	12400.00	0.00	0.00	40.00	14640.00
AU37	22519	4600.00	40.00	1800.00	0.00	8400.00	0.00	0.00	0.00	14840.00
AU37	22519	2000.00	0.00	3600.00	0.00	9800.00	0.00	0.00	200.00	15600.00
AU37	22519	1000.00	0.00	2600.00	800.00	12000.00	0.00	0.00	200.00	16600.00
AU37	22519	5800.00	0.00	4000.00	600.00	10000.00	0.00	0.00	400.00	20800.00
AU37	22519	1200.00	400.00	2400.00	400.00	17000.00	0.00	0.00	80.00	21480.00
AU37	22519	2400.00	600.00	3800.00	400.00	17000.00	0.00	0.00	20.00	24220.00
AU37	22519	7200.00	1200.00	2800.00	0.00	14600.00	0.00	0.00	60.00	25860.00
AU37	22519	3400.00	600.00	3600.00	0.00	18000.00	0.00	0.00	600.00	26200.00
AU37	22519	5000.00	20.00	1600.00	0.00	19400.00	0.00	0.00	400.00	26420.00
AU37	22519	1800.00	1200.00	2400.00	600.00	20600.00	0.00	0.00	80.00	26680.00
AU37	22519	8600.00	0.00	2000.00	0.00	16400.00	0.00	0.00	80.00	27080.00
AU37	22519	4200.00	600.00	4400.00	0.00	18200.00	0.00	0.00	400.00	27800.00
AU37	22519	3200.00	1000.00	2200.00	800.00	21400.00	0.00	0.00	600.00	29200.00
AU37	22519	8200.00	200.00	2600.00	0.00	20800.00	0.00	0.00	0.00	31800.00
AU37	22519	13000.00	0.00	1800.00	0.00	20000.00	0.00	0.00	60.00	34860.00
AU37	40319	400.00	0.00	2200.00	600.00	9600.00	0.00	0.00	0.00	12800.00
AU37	40319	200.00	0.00	1200.00	600.00	11400.00	20.00	0.00	200.00	13620.00
AU37	40319	200.00	0.00	2200.00	200.00	11600.00	0.00	0.00	200.00	14400.00
AU37	40319	200.00	0.00	2200.00	4600.00	8600.00	0.00	0.00	0.00	15600.00
AU37	40319	160.00	0.00	800.00	6600.00	8000.00	0.00	0.00	60.00	15620.00
AU37	40319	1000.00	0.00	2600.00	400.00	11600.00	0.00	0.00	80.00	15680.00
AU37	40319	400.00	0.00	2400.00	5000.00	8600.00	0.00	0.00	0.00	16400.00
AU37	40319	1800.00	0.00	3200.00	1000.00	28000.00	0.00	0.00	400.00	34400.00
AU37	40319	2800.00	0.00	10800.00	5600.00	21600.00	0.00	0.00	400.00	41200.00
AU37	40319	3400.00	200.00	8200.00	3000.00	56800.00	0.00	0.00	400.00	72000.00
AU37	40319	13600.00	0.00	2600.00	800.00	60000.00	100.00	0.00	5800.00	82900.00
AU37	40319	1000.00	200.00	46400.00	1200.00	46000.00	0.00	0.00	200.00	95000.00
AU37	103118	4600.00	20.00	1220.00	1500.00	400.00	0.00	0.00	40.00	7780.00
AU37	103118	6000.00	120.00	600.00	1680.00	1000.00	20.00	0.00	0.00	9420.00
AU37	103118	4000.00	0.00	1360.00	1660.00	5000.00	0.00	0.00	0.00	12020.00
AU37	103118	8000.00	0.00	1000.00	1600.00	2000.00	0.00	0.00	0.00	12600.00
AU37	103118	600.00	0.00	1100.00	2200.00	10000.00	0.00	0.00	0.00	13900.00
AU37	103118	14000.00	0.00	2000.00	1960.00	6000.00	0.00	0.00	0.00	23960.00
AU37	103118	12000.00	0.00	760.00	1800.00	10000.00	0.00	0.00	0.00	24560.00
AU37	103118	2060.00	0.00	17000.00	2160.00	4000.00	0.00	0.00	0.00	25220.00
AU37	103118	1440.00	0.00	16000.00	1960.00	6000.00	0.00	0.00	40.00	25440.00
AU37	103118	10000.00	0.00	4000.00	2080.00	10000.00	0.00	0.00	0.00	26080.00
AU37	103118	20000.00	0.00	2060.00	1300.00	20000.00	0.00	0.00	120.00	43480.00
ctls40	9112019	11400.00	2400.00	12600.00	600.00	14200.00	0.00	0.00	0.00	41200.00
ctls40	9112019	3800.00	0.00	7800.00	3600.00	14000.00	0.00	0.00	1600.00	30800.00
ctls40	9112019	360.00	60.00	320.00	0.00	1080.00	2.00	0.00	40.00	1862.00
ctls40	9112019	5200.00	1200.00	6200.00	80.00	12400.00	0.00	0.00	800.00	25880.00
ctls40	9112019	260.00	100.00	760.00	0.00	1700.00	0.00	0.00	80.00	2900.00
ctls40	9112019	520.00	40.00	540.00	6.00	740.00	0.00	0.00	8.00	1854.00
ctls40	9112019	20000.00	400.00	11200.00	400.00	46400.00	0.00	0.00	1000.00	79400.00
ctls40	9112019	0.00	0.00	700.00	0.00	1580.00	0.00	0.00	20.00	2300.00
ctls40	9112019	12400.00	0.00	11000.00	400.00	42000.00	0.00	0.00	0.00	65800.00
ctls40	9112019	10400.00	400.00	7600.00	1000.00	24000.00	0.00	0.00	600.00	44000.00
ctls40	9112019	1800.00	0.00	1200.00	0.00	10400.00	0.00	0.00	100.00	13500.00
ctls40	9112019	23200.00	400.00	11200.00	40.00	62800.00	0.00	0.00	800.00	98440.00
ctls40	10052019	200.0	0.0	480.0	0.0	1960.0	0.0	0.0	0.0	2640.0
ctls40	10052019	7200.0	1200.0	8000.0	0.0	24600.0	0.0	0.0	800.0	41800.0
ctls40	10052019	2000.0	200.0	2000.0	200.0	21400.0	0.0	0.0	4600.0	30400.0
ctls40	10052019	1200.0	0.0	5400.0	40.0	34600.0	600.0	0.0	6400.0	48240.0
ctls40	10052019	200.0	600.0	1400.0	0.0	14200.0	0.0	0.0	0.0	16400.0
ctls40	10052019	9000.0	20.0	4600.0	20.0	25000.0	0.0	0.0	0.0	38640.0
ctls40	10052019	5400.0	0.0	4200.0	0.0	25400.0	0.0	0.0	200.0	35200.0
ctls40	10052019	11400.0	1600.0	5200.0	200.0	33000.0	20.0	0.0	3000.0	54420.0
ctls40	10052019	6600.0	0.0	3800.0	40.0	33600.0	0.0	0.0	0.0	44040.0
ctls40	10052019	7600.0	400.0	2000.0	60.0	19000.0	0.0	0.0	600.0	29660.0
ctls40	10052019	1600.0	400.0	3200.0	0.0	23400.0	0.0	0.0	4400.0	33000.0
ctls40	10052019	2400.0	400.0	4400.0	20.0	29600.0	0.0	0.0	800.0	37620.0
ctls40	10052019	5400.0	0.0	3800.0	40.0	10000.0	0.0	0.0	400.0	19640.0
ctls40	10052019	4000.0	600.0	2800.0	0.0	4600.0	0.0	0.0	400.0	12400.0
ctls40	10052019	6200.0	0.0	400.0	20.0	1000.0	0.0	0.0	0.0	7620.0
ctls40	10052019	3800.0	0.0	3400.0	0.0	26000.0	0.0	0.0	400.0	33600.0
